"ExhibitionID","ExhibitionNumber","ExhibitionTitle","ExhibitionCitationDate","ExhibitionBeginDate","ExhibitionEndDate","ExhibitionSortOrder","ExhibitionURL","ExhibitionRole","ExhibitionRoleinPressRelease","ConstituentID","ConstituentType","DisplayName","AlphaSort","FirstName","MiddleName","LastName","Suffix","Institution","Nationality","ConstituentBeginDate","ConstituentEndDate","ArtistBio","Gender","VIAFID","WikidataID","ULANID","ConstituentURL","Year","Count"
3940,"571","Paintings by Italian Children","[MoMA Exh. #571, February 16-March 20, 1955]",1955-02-16,"3/20/1955",646,"moma.org/calendar/exhibitions/3322","Curator","Selector",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1955,1
3942,"572","Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon","[MoMA Exh. #572, February 25-April 24, 1955]",1955-02-25,"4/24/1955",647,"moma.org/calendar/exhibitions/3323","Curator","Organizer",10779,"Individual","René d'Harnoncourt","d'Harnoncourt René","René","","d'Harnoncourt","","","American",1901,1968,"American, 1901–1968","Male",176768,"Q7312958",500071210,"moma.org/artists/10779",1955,16
2750,"573","Painting and Sculpture from the Museum Collection: New Acquisitions","[MoMA Exh. #573, March 5-April 24, 1955]",1955-03-05,"4/24/1955",648,"moma.org/calendar/exhibitions/2865","Curator","Selector",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1955,23
2709,"574","Picasso: 12 Masterworks","[MoMA Exh. #574, March 15-April 17, 1955]",1955-03-15,"4/17/1955",649,"moma.org/calendar/exhibitions/2846","Curator","Selector",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1955,2
3947,"575","Developing Creativeness In Children","[MoMA Exh. #575, March 15-April 17, 1955]",1955-03-15,"4/17/1955",650,"moma.org/calendar/exhibitions/3326","Curator","Director",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1955,5
3948,"576","Textiles and Ornamental Arts in India","[MoMA Exh. #576, April 11-September 25, 1955]",1955-04-11,"9/25/1955",651,"moma.org/calendar/exhibitions/3327","Curator","Selector",8773,"Individual","Edgar Kaufmann, Jr.","Kaufmann Edgar Jr","Edgar","","Kaufmann","","","American",1910,1989,"American, 1910–1989","",34608572,"",NA,"moma.org/artists/8773",1955,3
3943,"577","Benrimo, Townley, Tyler: New Talent Exhibition in the Penthouse","[MoMA Exh. #577, April 19-May 22, 1955]",1955-04-19,"5/22/1955",652,"moma.org/calendar/exhibitions/3324","Curator","Selector",46368,"Individual","Andrew Carnduff Ritchie","Ritchie Andrew Carnduff","Andrew","Carnduff","Ritchie","","","American",1907,1978,"American, born Scotland, 1907–1978","",71542523,"",NA,"moma.org/artists/46368",1955,4
3946,"578","Prints from Europe and Japan; Etchings by Matisse","[MoMA Exh. #578, May 4-May 31, 1955]",1955-05-04,"5/31/1955",653,"moma.org/calendar/exhibitions/2432","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1955,33
2798,"579","The New Decade: 22 European Painters and Sculptors","[MoMA Exh. #579, May 10-August 7, 1955]",1955-05-10,"8/7/1955",654,"moma.org/calendar/exhibitions/2878","Curator","Selector",46368,"Individual","Andrew Carnduff Ritchie","Ritchie Andrew Carnduff","Andrew","Carnduff","Ritchie","","","American",1907,1978,"American, born Scotland, 1907–1978","",71542523,"",NA,"moma.org/artists/46368",1955,23
2639,"580","Paintings from Private Collections","[MoMA Exh. #580, May 31-September 7, 1955]",1955-05-31,"9/7/1955",655,"moma.org/calendar/exhibitions/2818","Curator","Selector",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1955,34
3952,"581","UPA: Form in the Animated Cartoon","[MoMA Exh. #581, June 22-September 27, 1955]",1955-06-22,"9/27/1955",656,"moma.org/calendar/exhibitions/2434","Curator","Director",NA,"Individual","Douglas MacAgy","MacAgy Douglas","Douglas","","MacAgy","","","",NA,NA,"","",33392621,"",NA,"",1955,2
2683,"582","Léger Memorial","[MoMA Exh. #582, August 19-September 30, 1955]",1955-08-19,"9/30/1955",657,"moma.org/calendar/exhibitions/2834","Artist","Artist",6624,"Individual","Fernand Léger","Léger Fernand","Fernand","","Léger","","","French",1881,1955,"French, 1881–1955","Male",34459370,"Q157183",500027374,"moma.org/artists/6624",1955,2
2841,"583","Giorgio de Chirico","[MoMA Exh. #583, September 6-October 30, 1955]",1955-09-06,"10/30/1955",658,"moma.org/calendar/exhibitions/1967","Curator","Director",8150,"Individual","James Thrall Soby","Soby James Thrall","James","","Soby","","","American",1906,1979,"American, 1906–1979","Male",110085602,"Q19997542",500326188,"moma.org/artists/8150",1955,3
3945,"584","Yves Tanguy","[MoMA Exh. #584, September 6-October 30, 1955]",1955-09-06,"10/30/1955",659,"moma.org/calendar/exhibitions/3325","Curator","Director",8150,"Individual","James Thrall Soby","Soby James Thrall","James","","Soby","","","American",1906,1979,"American, 1906–1979","Male",110085602,"Q19997542",500326188,"moma.org/artists/8150",1955,3
3951,"585","Selections from the Art Lending Service","[MoMA Exh. #585, October 5-October 24, 1955]",1955-10-05,"10/24/1955",660,"moma.org/calendar/exhibitions/3329","Curator","Selector",16155,"Individual","Margaret Miller","Miller Margaret","Margaret","","Miller","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/16155",1955,43
3950,"586","Paintings by Amateurs","[MoMA Exh. #586, October 12-November 20, 1955]",1955-10-12,"11/20/1955",661,"moma.org/calendar/exhibitions/3328","Curator","Director",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1955,1
322,"587","Two Graphic Designers: Bruno Munari and Alvin Lustig","[MoMA Exh. #587, October 18-November 27, 1955]",1955-10-18,"11/27/1955",662,"moma.org/calendar/exhibitions/2763","Curator","Director",10488,"Individual","Mildred Constantine","Constantine Mildred","Mildred","","Constantine","","","",NA,NA,"","",2464089,"Q6850955",NA,"moma.org/artists/10488",1955,4
3949,"588","Glass from the Museum of Modern Art Collection","[MoMA Exh. #588, October 25, 1955-January 8, 1956]",1955-10-25,"1/8/1956",663,"moma.org/calendar/exhibitions/2433","Installer","Installer",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1955,27
3944,"589","Prints by Nolde and Kirchner","[MoMA Exh. #589, November 8, 1955-January 8, 1956]",1955-11-08,"1/8/1956",664,"moma.org/calendar/exhibitions/2431","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1955,12
3962,"590","Latin American Architecture Since 1945","[MoMA Exh. #590, November 23, 1955-February 19, 1956]",1955-11-23,"2/19/1956",665,"moma.org/calendar/exhibitions/2436","Curator","Selector",9366,"Individual","Henry Russell Hitchcock","Hitchcock Henry Russell","Henry","Russell","Hitchcock","","","",NA,NA,"","Male",108419350,"Q327323",500210947,"moma.org/artists/9366",1955,63
3963,"591","Recent Acquisitions","[MoMA Exh. #591, November 30, 1955-Feb 22, 1956]",1955-11-30,"2/22/1956",666,"moma.org/calendar/exhibitions/2437","Installer","Installer",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1955,46
3964,"592","Craig, Fornas, Speyer: New Talent Exhibition in the Penthouse","[MoMA Exh. #592, December 6, 1955-January 22, 1956]",1955-12-06,"1/22/1956",667,"moma.org/calendar/exhibitions/3338","Curator","Selector",46368,"Individual","Andrew Carnduff Ritchie","Ritchie Andrew Carnduff","Andrew","Carnduff","Ritchie","","","American",1907,1978,"American, born Scotland, 1907–1978","",71542523,"",NA,"moma.org/artists/46368",1955,4
3965,"593","Art of the Young Child","[MoMA Exh. #593, December 6, 1955-January 15, 1956]",1955-12-06,"1/15/1956",668,"moma.org/calendar/exhibitions/3339","Curator","Director",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1955,2
3968,"594","Children's Holiday Carnival of Modern Art","[MoMA Exh. #594, December 12, 1955-January 15, 1956]",1955-12-12,"1/15/1956",669,"moma.org/calendar/exhibitions/3342","Curator","Organizer",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1955,8
3967,"595","Matisse Chasubles","[MoMA Exh. #595, December 20, 1955-January 15, 1956]",1955-12-20,"1/15/1956",670,"moma.org/calendar/exhibitions/3341","Installer","Installer",9148,"Individual","Greta Daniel","Daniel Greta","Greta","","Daniel","","","",NA,NA,"","Female",164515513,"",NA,"moma.org/artists/9148",1955,3
3956,"596","Diogenes with a Camera III","[MoMA Exh. #596, January 17-March 18, 1956]",1956-01-17,"3/18/1956",671,"moma.org/calendar/exhibitions/3332","Curator","Organizer",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1956,7
3957,"597","Julio González","[MoMA Exh. #597, February 8-April 8, 1956]",1956-02-08,"4/8/1956",672,"moma.org/calendar/exhibitions/3333","Curator","Director",46368,"Individual","Andrew Carnduff Ritchie","Ritchie Andrew Carnduff","Andrew","Carnduff","Ritchie","","","American",1907,1978,"American, born Scotland, 1907–1978","",71542523,"",NA,"moma.org/artists/46368",1956,2
3960,"598","Toulouse-Lautrec","[MoMA Exh. #598, March 21-May 6, 1956]",1956-03-21,"5/6/1956",673,"moma.org/calendar/exhibitions/3336","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1956,3
3958,"598a","Matisse Maquette: The Sheaf","[MoMA Exh. #598a, March 28, 1956-unknown closing date]",1956-03-28,"",674,"moma.org/calendar/exhibitions/3334","Artist","Artist",3832,"Individual","Henri Matisse","Matisse Henri","Henri","","Matisse","","","French",1869,1954,"French, 1869–1954","Male",42630086,"Q5589",500017300,"moma.org/artists/3832",1956,1
3959,"599","Diogenes with a Camera IV","[MoMA Exh. #599, April 4-June 3, 1956]",1956-04-04,"6/3/1956",675,"moma.org/calendar/exhibitions/3335","Curator","Organizer",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1956,5
3969,"600","Family Service Association Posters","[MoMA Exh. #600, April 18-May 13, 1956]",1956-04-18,"5/13/1956",676,"moma.org/calendar/exhibitions/3343","Curator","Director",10488,"Individual","Mildred Constantine","Constantine Mildred","Mildred","","Constantine","","","",NA,NA,"","",2464089,"Q6850955",NA,"moma.org/artists/10488",1956,10
3970,"601","Recent Drawings U.S.A.","[MoMA Exh. #601, April 25-August 5, 1956]",1956-04-25,"8/5/1956",677,"moma.org/calendar/exhibitions/3344","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1956,148
2980,"602","Clerk, Hadzi, Kabak: New Talent Exhibition in the Penthouse","[MoMA Exh. #602, May 1-June 10, 1956]",1956-05-01,"6/10/1956",678,"moma.org/calendar/exhibitions/2929","Curator","Director",46368,"Individual","Andrew Carnduff Ritchie","Ritchie Andrew Carnduff","Andrew","Carnduff","Ritchie","","","American",1907,1978,"American, born Scotland, 1907–1978","",71542523,"",NA,"moma.org/artists/46368",1956,4
2878,"603","Kandinsky Murals","[MoMA Exh. #603, May 23-August 5, 1956]",1956-05-23,"8/5/1956",679,"moma.org/calendar/exhibitions/2905","Curator","Director",46369,"Individual","Letitia Howe","Howe Letitia","Letitia","","Howe","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/46369",1956,2
3954,"604","Twelve Americans","[MoMA Exh. #604, May 30-September 8, 1956]",1956-05-30,"9/8/1956",680,"moma.org/calendar/exhibitions/3331","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1956,13
3953,"604a","Renoir's Reclining Nude","[MoMA Exh. #604a, June 24, 1956-unknown closing date]",1956-06-24,"",681,"moma.org/calendar/exhibitions/3330","Artist","Artist",1053,"Individual","Paul Cézanne","Cézanne Paul","Paul","","Cézanne","","","French",1839,1906,"French, 1839–1906","Male",39374836,"Q35548",500004793,"moma.org/artists/1053",1956,6
3955,"605","Prints of Henri Matisse","[MoMA Exh. #605, June 27-October 14, 1956]",1956-06-27,"10/14/1956",682,"moma.org/calendar/exhibitions/2435","Curator","Director",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1956,2
3961,"606","Textiles U.S.A.","[MoMA Exh. #606, August 29-November 4, 1956]",1956-08-29,"11/4/1956",683,"moma.org/calendar/exhibitions/3337","Curator","Director",9148,"Individual","Greta Daniel","Daniel Greta","Greta","","Daniel","","","",NA,NA,"","Female",164515513,"",NA,"moma.org/artists/9148",1956,195
2823,"607","Masters of British Painting, 1800–1950","[MoMA Exh. #607, October 3-December 2, 1956]",1956-10-03,"12/2/1956",684,"moma.org/calendar/exhibitions/2887","Curator","Selector",46368,"Individual","Andrew Carnduff Ritchie","Ritchie Andrew Carnduff","Andrew","Carnduff","Ritchie","","","American",1907,1978,"American, born Scotland, 1907–1978","",71542523,"",NA,"moma.org/artists/46368",1956,32
3966,"608","Language of the Wall: Parisian Graffiti Photographed by Brassaï","[MoMA Exh. #608, October 24, 1956-January 13, 1957]",1956-10-24,"1/13/1957",685,"moma.org/calendar/exhibitions/3340","Curator","Selector",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1956,3
2836,"609","Recent European Acquisitions","[MoMA Exh. #609, November 28, 1956-January 20, 1957]",1956-11-28,"1/20/1957",686,"moma.org/calendar/exhibitions/2894","Curator","Director",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1956,38
3978,"610","Children's Holiday Carnival","[MoMA Exh. #610, December 10, 1956-January 13, 1957]",1956-12-10,"1/13/1957",687,"moma.org/calendar/exhibitions/3350","Designer","Designer",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1956,3
3971,"611","Balthus","[MoMA Exh. #611, December 19, 1956-February 3, 1957]",1956-12-19,"2/3/1957",688,"moma.org/calendar/exhibitions/3345","Curator","Director",8150,"Individual","James Thrall Soby","Soby James Thrall","James","","Soby","","","American",1906,1979,"American, 1906–1979","Male",110085602,"Q19997542",500326188,"moma.org/artists/8150",1956,2
2757,"612","Jackson Pollock","[MoMA Exh. #612, December 19, 1956-February 3, 1957]",1956-12-19,"2/3/1957",689,"moma.org/calendar/exhibitions/1926","Curator","Director",25855,"Individual","Sam Hunter","Hunter Sam","Sam","","Hunter","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/25855",1956,2
3981,"613","Drawings Recently Acquired for the Museum Collection","[MoMA Exh. #613, January 29-February 24, 1957]",1957-01-29,"2/24/1957",690,"moma.org/calendar/exhibitions/3353","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1957,44
3974,"614","The Graphic Work of Edvard Munch","[MoMA Exh. #614, February 6-March 3, 1957]",1957-02-06,"3/3/1957",691,"moma.org/calendar/exhibitions/2438","Preparer","Preparer",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1957,2
3976,"615","Buildings for Business and Government","[MoMA Exh. #615, February 27-April 28, 1957]",1957-02-27,"4/28/1957",692,"moma.org/calendar/exhibitions/3349","Curator","Selector",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1957,7
295,"616","Travel Posters","[MoMA Exh. #616, March 6-April 7, 1957]",1957-03-06,"4/7/1957",693,"moma.org/calendar/exhibitions/2756","Curator","Director",10488,"Individual","Mildred Constantine","Constantine Mildred","Mildred","","Constantine","","","",NA,NA,"","",2464089,"Q6850955",NA,"moma.org/artists/10488",1957,41
2938,"617","Recent American Acquisitions","[MoMA Exh. #617, March 14-April 30, 1957]",1957-03-14,"4/30/1957",694,"moma.org/calendar/exhibitions/2923","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1957,47
3975,"618","Cohen, Kohn, Schapiro: New Talent in the Penthouse","[MoMA Exh. #618, April 9-May 12, 1957]",1957-04-09,"5/12/1957",695,"moma.org/calendar/exhibitions/3348","Curator","Selector",25855,"Individual","Sam Hunter","Hunter Sam","Sam","","Hunter","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/25855",1957,5
2710,"619","Picasso: 75th Anniversary","[MoMA Exh. #619, May 4, 1957-August 25, 1957 (first floor and Auditorium); May 22, 1957-September 8, 1957 (third floor)]",1957-05-04,"9/8/1957",696,"moma.org/calendar/exhibitions/2847","Curator","Organizer",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1957,3
2768,"620","Matta","[MoMA Exh. #620, September 11-October 20, 1957]",1957-09-11,"10/20/1957",697,"moma.org/calendar/exhibitions/1932","Curator","Organizer",13938,"Individual","William S. Rubin","Rubin William S.","William","","Rubin","","","American",1927,2006,"American, 1927–2006","Male",29540160,"Q951624",NA,"moma.org/artists/13938",1957,3
3972,"621","David Smith","[MoMA Exh. #621, September 11-October 20, 1957]",1957-09-11,"10/20/1957",698,"moma.org/calendar/exhibitions/3346","Curator","Organizer",25855,"Individual","Sam Hunter","Hunter Sam","Sam","","Hunter","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/25855",1957,2
2632,"622","German Art of the 20th Century","[MoMA Exh. #622, October 2-December 1, 1957]",1957-10-02,"12/1/1957",699,"moma.org/calendar/exhibitions/2815","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1957,44
2825,"623","Recent Acquisitions","[MoMA Exh. #623, November 13, 1957-January 5, 1958]",1957-11-13,"1/5/1958",700,"moma.org/calendar/exhibitions/2888","Installer","Installer",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1957,39
3980,"623a","Penthouse Print Sale for Members","[MoMA Exh. #623a, November 18, 1957-January 5, 1958]",1957-11-18,"1/5/1958",701,"moma.org/calendar/exhibitions/3352","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1957,1
3977,"624","70 Photographers Look at New York","[MoMA Exh. #624, November 27, 1957-April 15, 1958]",1957-11-27,"4/15/1958",702,"moma.org/calendar/exhibitions/2439","Curator","Organizer",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1957,77
3979,"625","Children's Holiday Carnival","[MoMA Exh. #625, December 9, 1957-January 12, 1958]",1957-12-09,"1/12/1958",703,"moma.org/calendar/exhibitions/3351","Curator","Director",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1957,2
2627,"626","Chagall","[MoMA Exh. #626, December 18, 1957-February 16, 1958]",1957-12-18,"2/16/1958",704,"moma.org/calendar/exhibitions/2812","Artist","Artist",1055,"Individual","Marc Chagall","Chagall Marc","Marc","","Chagall","","","French",1887,1985,"French, born Belarus. 1887–1985","Male",103953801,"Q93284",500115354,"moma.org/artists/1055",1957,1
3973,"627","Gaudí","[MoMA Exh. #627, December 18, 1957-February 23, 1958]",1957-12-18,"2/23/1958",705,"moma.org/calendar/exhibitions/3347","Curator","Selector",9366,"Individual","Henry Russell Hitchcock","Hitchcock Henry Russell","Henry","Russell","Hitchcock","","","",NA,NA,"","Male",108419350,"Q327323",500210947,"moma.org/artists/9366",1957,4
2835,"628","Three Painters as Printmakers: Braque, Miró, Morandi","[MoMA Exh. #628, January 29-March 2, 1958]",1958-01-29,"3/2/1958",706,"moma.org/calendar/exhibitions/2893","Curator","Assembler",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1958,4
2588,"629","Seurat Paintings and Drawings","[MoMA Exh. #629, March 24-April 15, 1958; May 1-May 11, 1958]",1958-03-24,"5/11/1958",707,"moma.org/calendar/exhibitions/2792","Curator","Organizer",NA,"Individual","Daniel Catton Rich","Rich Daniel Catton","Daniel","Catton","Rich","","","",NA,NA,"","Male",19804886,"",NA,"",1958,3
2669,"630","Juan Gris","[MoMA Exh. #630, April 8-April 15, 1958; May 12-June 1, 1958]",1958-04-08,"6/1/1958",708,"moma.org/calendar/exhibitions/1887","Curator","Director",8150,"Individual","James Thrall Soby","Soby James Thrall","James","","Soby","","","American",1906,1979,"American, 1906–1979","Male",110085602,"Q19997542",500326188,"moma.org/artists/8150",1958,3
3987,"630a","50 Selections from the Collection of Mr. and Mrs. Walter Bareiss","[MoMA Exh. #630a, April 23-May 18, 1958]",1958-04-23,"5/18/1958",709,"moma.org/calendar/exhibitions/3357","Curator","Selector",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1958,42
2657,"631","Jean Arp: A Retrospective","[MoMA Exh. #631, October 8-November 30, 1958]",1958-10-08,"11/30/1958",710,"moma.org/calendar/exhibitions/2829","Curator","Selector",8150,"Individual","James Thrall Soby","Soby James Thrall","James","","Soby","","","American",1906,1979,"American, 1906–1979","Male",110085602,"Q19997542",500326188,"moma.org/artists/8150",1958,3
3982,"632","Philip L. Goodwin Collection","[MoMA Exh. #632, October 8-November 9, 1958]",1958-10-08,"11/9/1958",711,"moma.org/calendar/exhibitions/3354","Artist","Artist",738,"Individual","Constantin Brancusi","Brancusi Constantin","Constantin","","Brancusi","","","French",1876,1957,"French, born Romania. 1876–1957","Male",71387926,"Q153048",500016157,"moma.org/artists/738",1958,11
2590,"633","Works of Art: Given or Promised","[MoMA Exh. #633, October 8-November 9, 1958]",1958-10-08,"11/9/1958",712,"moma.org/calendar/exhibitions/2794","Curator","Director",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1958,23
3986,"634","Architecture Worth Saving","[MoMA Exh. #634, October 8-December 15, 1958]",1958-10-08,"12/15/1958",713,"moma.org/calendar/exhibitions/2441","Installer","Installer",10532,"Individual","Wilder Green","Green Wilder","Wilder","","Green","","","",NA,NA,"","",285717384,"",NA,"moma.org/artists/10532",1958,20
2734,"635","Second Floor Permanent Collection","[MoMA Exh. #635, October 8, 1958-unknown closing date]",1958-10-08,"",714,"moma.org/calendar/exhibitions/2858","Artist","Artist",250,"Individual","Milton Avery","Avery Milton","Milton","","Avery","","","American",1885,1965,"American, 1885–1965","Male",13554615,"Q2714574",500002713,"moma.org/artists/250",1958,28
3988,"636","Photographs from the Museum Collection","[MoMA Exh. #636, November 26, 1958-January 18, 1959]",1958-11-26,"1/18/1959",715,"moma.org/calendar/exhibitions/2442","Curator","Selector",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1958,275
79,"637","20th Century Design from the Museum Collection","[MoMA Exh. #637, December 17, 1958-February 23, 1959]",1958-12-17,"2/23/1959",716,"moma.org/calendar/exhibitions/2729","Curator","Selector",9148,"Individual","Greta Daniel","Daniel Greta","Greta","","Daniel","","","",NA,NA,"","Female",164515513,"",NA,"moma.org/artists/9148",1958,259
3985,"638","Ten European Artists","[MoMA Exh. #638, December 31, 1958-February 23, 1959]",1958-12-31,"2/23/1959",717,"moma.org/calendar/exhibitions/3356","Curator","Director",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1958,11
2870,"639","Recent Acquisitions: Painting and Sculpture","[MoMA Exh. #639, January 30-April 19, 1959]",1959-01-30,"4/19/1959",718,"moma.org/calendar/exhibitions/2900","Artist","Artist",746,"Individual","John Randall Bratby","Bratby John Randall","John","Randall","Bratby","","","British",1928,1992,"British, 1928–1992","Male",19454565,"Q3809107",500001732,"moma.org/artists/746",1959,24
3984,"640","Architecture and Imagery: Four New Buildings","[MoMA Exh. #640, February 11-April 19, 1959]",1959-02-11,"4/19/1959",719,"moma.org/calendar/exhibitions/2440","Curator","Assistant Curator",8762,"Individual","Arthur Drexler","Drexler Arthur","Arthur","","Drexler","","","American",1921,1987,"American, 1921–1987","Male",73926436,"",NA,"moma.org/artists/8762",1959,16
2770,"641","Joan Miró","[MoMA Exh. #641, March 19-May 10, 1959]",1959-03-19,"5/10/1959",720,"moma.org/calendar/exhibitions/1933","Curator","Director",10244,"Individual","William S. Lieberman","Lieberman William S.","William","S.","Lieberman","","","American",1923,2005,"American, 1923–2005","Male",109190713,"Q19997602",NA,"moma.org/artists/10244",1959,3
3983,"642","David V. Hayes: New Talent in the Penthouse","[MoMA Exh. #642, April 1-May 3, 1959]",1959-04-01,"5/3/1959",721,"moma.org/calendar/exhibitions/3355","Curator","Selector",9899,"Individual","Peter Selz","Selz Peter","Peter","","Selz","","","American",1919,NA,"American, born Germany, 1919","",108632298,"Q2078300",NA,"moma.org/artists/9899",1959,2
